LivingArea,NumBedrooms,Pool,ListPrice,DwellingType
815,2,None,29500,Single Family - Detached
1776,4,None,164500,Single Family - Detached
1732,4,Private,115000,Single Family - Detached
1920,4,None,180000,Single Family - Detached
1020,2,Community,120000,Townhouse
1304,2,Community,525000,Apartment Style/Flat
2205,4,Community,152900,Single Family - Detached
1023,2,None,71300,Single Family - Detached
1664,3,None,205000,Single Family - Detached
2061,3,Community,525000,Townhouse
1720,4,None,105000,Single Family - Detached
2100,5,None,125000,Single Family - Detached
1514,4,None,132000,Single Family - Detached
1902,3,Private,170000,Single Family - Detached
1400,3,None,57000,Mfg/Mobile Housing
641,1,Community,71900,Mfg/Mobile Housing
2312,3,None,175000,Single Family - Detached
1474,5,None,98000,Single Family - Detached
2135,3,Private,329000,Single Family - Detached
1690,3,Private,152900,Single Family - Detached
1959,4,None,165000,Single Family - Detached
1693,3,Private,167989,Single Family - Detached
1434,2,None,104900,Single Family - Detached
3200,4,Private,475000,Single Family - Detached
1465,3,None,289000,Single Family - Detached
2689,4,Community,445000,Single Family - Detached
1709,3,Community,238000,Townhouse
1665,2,Community,218000,Townhouse
1359,3,Community,238000,Townhouse
1844,3,Community,238000,Single Family - Detached
4091,4,Private,320000,Single Family - Detached
1432,3,None,205000,Single Family - Detached
1856,3,Private,242500,Single Family - Detached
1035,3,Community,39900,Townhouse
1183,3,None,69500,Single Family - Detached
3209,4,Private,539000,Single Family - Detached
1505,3,Private,150000,Single Family - Detached
1408,3,None,299000,Single Family - Detached
1414,3,Community,162000,Single Family - Detached
1674,3,None,214900,Single Family - Detached
2349,3,None,474999,Single Family - Detached
1273,3,Private,149900,Single Family - Detached
1769,4,None,179500,Single Family - Detached
1224,3,None,134900,Single Family - Detached
2222,5,Private,249900,Single Family - Detached
1874,3,None,329900,Single Family - Detached
2431,4,Private,335000,Single Family - Detached
1599,4,Private,189000,Single Family - Detached
691,1,Community,69900,Apartment Style/Flat
2400,3,None,349900,Single Family - Detached
1702,4,None,164900,Single Family - Detached
1477,4,None,239000,Single Family - Detached
1692,3,Community,229900,Single Family - Detached
1684,3,Community,212900,Single Family - Detached
1692,3,None,211926,Single Family - Detached
3729,5,Private,450000,Single Family - Detached
2116,4,Private,299000,Single Family - Detached
1611,3,None,229900,Single Family - Detached
1845,4,None,167900,Single Family - Detached
1522,3,None,217000,Single Family - Detached
3568,4,Private,684900,Single Family - Detached
1388,3,None,179900,Single Family - Detached
1245,3,None,134900,Single Family - Detached
1628,4,None,168277,Single Family - Detached
2665,4,Private,407500,Single Family - Detached
2445,3,Community,219000,Single Family - Detached
1842,4,Private,250000,Single Family - Detached
2149,3,None,154636,Single Family - Detached
2097,3,Private,299900,Single Family - Detached
2445,3,Community,219900,Single Family - Detached
2141,4,None,171634,Single Family - Detached
988,3,None,144900,Single Family - Detached
1300,3,None,120000,Single Family - Detached
1120,3,None,129000,Single Family - Detached
2009,4,None,115000,Single Family - Detached
2985,5,Both Private & Community,319000,Single Family - Detached
1169,3,None,95000,Single Family - Detached
1290,3,None,259900,Single Family - Detached
1591,3,Private,199900,Single Family - Detached
2280,4,Private,359900,Single Family - Detached
2178,4,None,140000,Single Family - Detached
1200,3,None,119900,Single Family - Detached
2254,3,Community,299900,Single Family - Detached
2606,2,Community,625000,Single Family - Detached
2380,4,Private,1200000,Single Family - Detached
1342,2,Community,155000,Single Family - Detached
1355,3,None,129900,Single Family - Detached
1840,3,None,145000,Single Family - Detached
1281,2,None,259900,Single Family - Detached
1264,3,None,144500,Single Family - Detached
1986,4,None,154900,Single Family - Detached
1222,3,None,110000,Single Family - Detached
2227,2,Community,469000,Single Family - Detached
3721,4,Private,469000,Single Family - Detached
1729,4,None,144900,Single Family - Detached
1242,2,Community,445000,Apartment Style/Flat
2888,5,None,357990,Single Family - Detached
1851,3,None,115000,Single Family - Detached
1662,3,None,163900,Single Family - Detached
3705,4,Private,382500,Single Family - Detached
1931,3,None,180000,Single Family - Detached
1330,3,Community,110000,Townhouse
1100,2,None,129000,Patio Home
2569,4,None,392990,Single Family - Detached
1604,2,Community,245000,Single Family - Detached
1140,3,None,154500,Single Family - Detached
2360,4,None,229900,Single Family - Detached
2741,5,None,295000,Single Family - Detached
3750,4,Private,215000,Single Family - Detached
2463,4,Private,215000,Single Family - Detached
3229,4,Both Private & Community,320000,Single Family - Detached
2039,2,Both Private & Community,338000,Single Family - Detached
1355,2,Community,205109,Single Family - Detached
870,2,Community,95000,Townhouse
2371,4,None,334900,Single Family - Detached
2220,3,None,123000,Single Family - Detached
2570,5,None,219888,Single Family - Detached
1326,3,None,129900,Single Family - Detached
1272,3,None,117900,Single Family - Detached
1722,3,Community,172990,Single Family - Detached
2171,4,None,190300,Single Family - Detached
3067,4,None,339000,Single Family - Detached
1548,3,Community,174900,Single Family - Detached
2176,3,Community,237000,Single Family - Detached
1165,3,None,110000,Single Family - Detached
3401,4,Private,299900,Single Family - Detached
3313,3,Community,449000,Townhouse
2209,3,None,314900,Single Family - Detached
1401,2,Community,179900,Single Family - Detached
1519,3,Private,277500,Single Family - Detached
2813,4,Private,550000,Single Family - Detached
1697,2,Community,377500,Townhouse
2323,2,Community,299000,Single Family - Detached
2048,4,Community,168990,Single Family - Detached
1430,3,Community,129900,Townhouse
1376,3,None,144900,Single Family - Detached
1744,2,Community,510800,Townhouse
1538,3,None,147900,Single Family - Detached
1605,4,None,159700,Single Family - Detached
1365,2,Community,233000,Townhouse
1691,3,Community,214783,Single Family - Detached
2048,4,Community,189990,Single Family - Detached
2084,3,Community,199900,Single Family - Detached
1297,3,None,129995,Single Family - Detached
2439,3,Private,217500,Single Family - Detached
1054,3,None,129900,Single Family - Detached
1641,4,None,124950,Single Family - Detached
1320,3,None,110500,Single Family - Detached
1722,3,Community,174990,Single Family - Detached
2451,4,None,249000,Single Family - Detached
1064,3,Private,170000,Single Family - Detached
1687,3,None,149888,Single Family - Detached
1609,4,None,183900,Single Family - Detached
1232,2,None,150000,Single Family - Detached
2331,5,None,169900,Single Family - Detached
1449,3,None,235000,Single Family - Detached
1404,3,None,114900,Mfg/Mobile Housing
2918,5,None,285000,Single Family - Detached
2038,4,None,175000,Single Family - Detached
1630,3,Community,139500,Single Family - Detached
2340,3,Community,189900,Mfg/Mobile Housing
1289,2,Community,195000,Patio Home
1430,3,None,139900,Single Family - Detached
1016,2,Community,175000,Mfg/Mobile Housing
1583,2,Community,269000,Single Family - Detached
1148,3,Private,260000,Single Family - Detached
852,2,Community,45100,Townhouse
954,2,Community,73500,Townhouse
1894,3,None,179900,Single Family - Detached
1404,3,Community,110000,Modular/Pre-Fab
2064,4,None,173955,Single Family - Detached
1971,3,None,189900,Single Family - Detached
2251,5,None,149900,Single Family - Detached
1034,2,Community,74000,Townhouse
2444,4,Private,595000,Single Family - Detached
1849,3,Community,211000,Single Family - Detached
3376,6,None,313999,Single Family - Detached
1040,3,None,90000,Single Family - Detached
3641,4,Private,658995,Single Family - Detached
2423,4,Community,299900,Single Family - Detached
3240,5,Private,399000,Single Family - Detached
1928,4,Community,165000,Single Family - Detached
2310,3,Community,255000,Single Family - Detached
2992,4,Community,250000,Single Family - Detached
1876,3,None,164900,Single Family - Detached
4588,5,Private,550000,Single Family - Detached
1718,3,Community,401815,Townhouse
1558,3,Community,144750,Single Family - Detached
1301,2,Community,185000,Apartment Style/Flat
2052,4,Both Private & Community,250000,Single Family - Detached
2100,2,Community,350000,Townhouse
2384,4,None,209000,Single Family - Detached
771,1,None,17000,Single Family - Detached
3651,5,Community,388000,Single Family - Detached
1632,3,None,135000,Mfg/Mobile Housing
2660,4,Private,415000,Single Family - Detached
2113,4,None,375000,Single Family - Detached
2068,3,None,298874,Single Family - Detached
1460,3,None,260000,Single Family - Detached
2610,4,None,387000,Single Family - Detached
1275,3,None,89000,Single Family - Detached
1351,2,None,178500,Single Family - Detached
1445,3,Private,150000,Single Family - Detached
1080,3,None,145000,Single Family - Detached
2507,3,None,298000,Single Family - Detached
1396,3,None,399900,Single Family - Detached
1808,3,None,270000,Single Family - Detached
2146,3,Both Private & Community,375000,Single Family - Detached
2101,3,Community,486000,Townhouse
1170,2,None,159000,Apartment Style/Flat
1566,3,None,149000,Single Family - Detached
2350,4,None,224990,Single Family - Detached
1238,3,None,124000,Single Family - Detached
1372,3,Community,185000,Single Family - Detached
1536,3,Community,174900,Townhouse
873,2,Community,115000,Townhouse
2139,3,None,169900,Single Family - Detached
1426,3,None,157000,Single Family - Detached
2150,3,Community,165000,Single Family - Detached
1755,3,None,239900,Single Family - Detached
2975,4,Both Private & Community,695000,Single Family - Detached
960,2,Community,62000,Apartment Style/Flat
1545,3,None,179900,Single Family - Detached
1604,2,Community,205000,Single Family - Detached
1444,3,None,118800,Single Family - Detached
682,1,Community,72500,Mfg/Mobile Housing
2981,4,Community,415000,Single Family - Detached
1211,2,Community,166000,Patio Home
1020,3,None,105000,Single Family - Detached
2166,4,None,249995,Single Family - Detached
2082,4,None,239900,Single Family - Detached
2840,3,Both Private & Community,769000,Single Family - Detached
2606,5,Private,400000,Single Family - Detached
1480,3,None,129500,Single Family - Detached
1623,3,None,214900,Single Family - Detached
779,2,Community,107000,Apartment Style/Flat
4017,4,Community,569000,Single Family - Detached
2473,3,Community,435000,Single Family - Detached
1223,3,None,59900,Single Family - Detached
3102,4,Both Private & Community,359900,Single Family - Detached
1684,3,Community,185000,Single Family - Detached
2180,4,Private,330000,Single Family - Detached
1417,3,None,299900,Single Family - Detached
2288,4,Private,415000,Single Family - Detached
2170,3,Both Private & Community,265500,Single Family - Detached
1902,4,None,90900,Single Family - Detached
1687,4,None,130000,Single Family - Detached
3942,5,Private,599000,Single Family - Detached
1209,2,Community,120000,Townhouse
1744,3,None,249900,Single Family - Detached
964,2,Community,94900,Townhouse
3100,4,None,224990,Single Family - Detached
634,1,Community,32900,Apartment Style/Flat
2258,3,None,194890,Single Family - Detached
2300,3,Community,449000,Single Family - Detached
3606,4,None,365000,Single Family - Detached
3576,4,None,699900,Single Family - Detached
2272,3,Private,169000,Single Family - Detached
1260,2,None,116000,Single Family - Detached
902,2,Community,57900,Apartment Style/Flat
2745,3,Private,298000,Townhouse
3080,3,Community,339000,Single Family - Detached
3115,4,Private,220000,Single Family - Detached
1152,3,None,105000,Single Family - Detached
2442,5,Private,575000,Single Family - Detached
2046,2,Community,159900,Single Family - Detached
2916,4,Private,409900,Single Family - Detached
1230,2,None,45800,Apartment Style/Flat
3585,5,Private,395000,Single Family - Detached
2122,3,None,252500,Single Family - Detached
2493,3,None,190000,Single Family - Detached
2738,5,Both Private & Community,359900,Single Family - Detached
1053,2,None,105000,Apartment Style/Flat
2414,4,None,259000,Single Family - Detached
1520,2,None,155000,Single Family - Detached
582,1,Community,39000,Apartment Style/Flat
2215,4,Private,404900,Single Family - Detached
3389,4,Both Private & Community,299000,Single Family - Detached
2083,4,None,178000,Single Family - Detached
1446,3,None,125000,Single Family - Detached
1260,3,Community,139900,Single Family - Detached
1423,2,Private,149500,Single Family - Detached
1962,4,None,185000,Single Family - Detached
1223,2,Community,83900,Townhouse
1493,2,Community,207500,Single Family - Detached
1305,2,None,145000,Single Family - Detached
3432,5,Community,310000,Single Family - Detached
2305,5,None,210000,Single Family - Detached
